league.year,league.name,phase.name,entry.name,seq,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST
1915,Blue Ridge League,regular,Hanover,0,M91641,Starr,William,,
1915,Blue Ridge League,regular,Hagerstown,1,M91655,Laughlin,John,,
1915,Blue Ridge League,regular,Hagerstown,2,M91664,Hanks,Gene,,
1915,Blue Ridge League,regular,Gettysburg,0,M91678,Plank,Ira,,
1915,Blue Ridge League,regular,Chambersburg,1,M91686,Doner,Gus,,
1915,Blue Ridge League,regular,Chambersburg,2,M91693,Stroh,George,,
1915,Blue Ridge League,regular,Chambersburg,3,M91701,Clay,Bill,,
1915,California State League,regular,Modesto,0,M91717,Lesher,Jack,,
1915,California State League,regular,San Jose,0,M91725,Steffani,Mike,,
1915,California State League,regular,Oakland,0,M91730,McMemony,Walt,,
1915,California State League,regular,Alameda,0,M91749,Hammond,Billy,,
1915,California State League,regular,Stockton,0,M91758,Franks,Buck,,
1915,California State League,regular,Berkeley/San Francisco,1,M91763,Brainard,C. W.,,
1915,California State League,regular,Berkeley/San Francisco,2,M91774,Solari,Joe,,
1915,Central Association,regular,Burlington,0,M91782,Rohn,Richard,,
1915,Central Association,regular,Muscatine,1,M91796,Egan,Ned,,
1915,Central Association,regular,Muscatine,2,M91803,Runser,Jesse,,
1915,Central Association,regular,Keokuk,0,M91816,Boyle,Frank,,
1915,Central Association,regular,Mason City,0,M91827,Bay,Harry,,
1915,Central Association,regular,Cedar Rapids,1,M91834,Hamilton,James,,
1915,Central Association,regular,Cedar Rapids,2,M91842,Herbert,Jack,,
1915,Central Association,regular,Marshalltown,1,M91850,Richardson,Frank,,
1915,Central Association,regular,Marshalltown,2,M91869,Lynch,Bob,,
1915,Central Association,regular,Waterloo,1,M91875,Andrews,Jay,,
1915,Central Association,regular,Waterloo,2,M91888,Brennan,Eddie,,
1915,Central Association,regular,Clinton,0,M91891,Manush,George,,
1915,Central Texas League,regular,Ennis,0,M91902,Wicker,Ed,,
1915,Central Texas League,regular,Corsicana,0,M91915,Morton,Roy,,
1915,Central Texas League,regular,Terrell,0,M91928,Griffin,Hank,,
1915,Central Texas League,regular,Kaufman,0,M91931,Poindexter,Dee,,
1915,Central Texas League,regular,Mexia,0,M91944,Akin,Roy,,
1915,Central Texas League,regular,Waxahachie,0,M91953,Cole,Anson,,
1915,Florida-Alabama-Georgia League,regular,Dothan,0,M91966,Reidy,Jack,,
1915,Florida-Alabama-Georgia League,regular,Waycross,0,M91977,Reynolds,Hammond,,
1915,Florida-Alabama-Georgia League,regular,Valdosta,0,M91989,Jordan,Otto,,
1915,Florida-Alabama-Georgia League,regular,Brunswick,0,M91990,Reynolds,Wade,,
1915,Florida-Alabama-Georgia League,regular,Americus/Gainesville,1,M92000,Wagnon,John,,
1915,Florida-Alabama-Georgia League,regular,Americus/Gainesville,2,M92013,Baker,Oscar,,
1915,Florida-Alabama-Georgia League,regular,Thomasville,0,M92021,Murch,Red,,
1915,Georgia-Alabama League,regular,Newnan,0,M92037,Matthews,"Harry ""Matty""",,
1915,Georgia-Alabama League,regular,Talladega,0,M92045,Garrett,Tige,,
1915,Georgia-Alabama League,regular,Griffin,1,M92059,Martin,W. P.,,
1915,Georgia-Alabama League,regular,Griffin,2,M92068,Reagan,Eddie,,
1915,Georgia-Alabama League,regular,Rome,0,M92076,Burleson,Art,,
1915,Georgia-Alabama League,regular,Anniston,0,M92084,Steele,"P. C. ""Jack""",,
1915,Georgia-Alabama League,regular,La Grange,0,M92092,Lafitte,James,,
1915,Interstate League,regular,Wellsville,0,M92101,Lohr,Joe,,
1915,Interstate League,regular,Olean,0,M92117,Dundon,Gus,,
1915,Interstate League,regular,Bradford,1,M92125,Servatius,Duke,,
1915,Interstate League,regular,Bradford,2,M92130,Topham,Ray,,
1915,Interstate League,regular,Hornell,1,M92149,Prozeller,Joe,,
1915,Interstate League,regular,Hornell,2,M92158,Burrell,Lenny,,
1915,Interstate League,regular,Warren,1,M92163,Archer,R. W.,,
1915,Interstate League,regular,Warren,2,M92174,Bell,George,,
1915,Interstate League,regular,Jamestown,0,M92182,Webb,William,,
1915,Middle Texas League,regular,Belton,0,M92196,Lawson,"Charles ""Hickory""",,
1915,Middle Texas League,regular,Temple,1,M92207,Burleson,Luther,,
1915,Middle Texas League,regular,Temple,2,M92210,Rogers,Frank,,
1915,Middle Texas League,regular,Bartlett,0,M92229,Pendleton,Ike,,
1915,Middle Texas League,regular,Austin/Taylor/Brenham,1,M92232,Snipes,Jack,,
1915,Middle Texas League,regular,Austin/Taylor/Brenham,2,M92241,Disch,Billy,,
1915,Middle Texas League,regular,Schulenburg,0,M92255,Robbins,J.,,
1915,Middle Texas League,regular,Brenham [I],1,M92264,Wickes,Art,,
1915,Middle Texas League,regular,Brenham [I],2,M92278,Tuller,John,,
1915,Nebraska State League,regular,Beatrice,0,M92286,Fillman,John,,
1915,Nebraska State League,regular,Hastings,0,M92293,Bennett,Leonard,,
1915,Nebraska State League,regular,York,0,M92308,Pierce,John,,
1915,Nebraska State League,regular,Fairbury,0,M92319,Shaner,Bert,,
1915,Nebraska State League,regular,Norfolk,0,M92324,Towne,"Jay ""Babe""",,
1915,Nebraska State League,regular,Grand Island,0,M92335,Claire,Harry,,
1915,Nebraska State League,regular,Kearney,0,M92343,Matney,Grover,,
1915,Nebraska State League,regular,Columbus,0,M92356,Justus,Frank,,
1915,North Carolina State League,regular,Asheville,0,M92362,Corbett,Jack,,
1915,North Carolina State League,regular,Durham,0,M92370,Kelly,"James ""King""",,
1915,North Carolina State League,regular,Raleigh,0,M92381,Mack,Earle,,
1915,North Carolina State League,regular,Charlotte,1,M92397,Emery,Burleigh,,
1915,North Carolina State League,regular,Charlotte,2,M92403,Dudley,Martin,,
1915,North Carolina State League,regular,Winston-Salem,0,M92416,Clancy,Charles,,
1915,North Carolina State League,regular,Greensboro,1,M92427,Rowe,"William ""Red""",,
1915,North Carolina State League,regular,Greensboro,2,M92434,Messer,Fred,,
1915,Ohio State League,regular,Portsmouth,0,M92442,Spencer,Chester,,
1915,Ohio State League,regular,Lexington,0,M92450,Guyn,Howard,,
1915,Ohio State League,regular,Chillicothe/Huntington/Maysville,0,M92469,Devore,Josh,,
1915,Ohio State League,regular,Charleston,0,M92475,Beers,"Charles ""Biddy""",,
1915,Ohio State League,regular,Frankfort,1,M92488,Bohannon,Pat,,
1915,Ohio State League,regular,Frankfort,2,M92491,Hayden,Jack,,
1915,Ohio State League,regular,Ironton,0,M92502,Smith,Dick,,
1915,Rio Grande Association,regular,Phoenix,0,M92515,Hester,Herbert,,
1915,Rio Grande Association,regular,El Paso,0,M92528,McCloskey,John,,
1915,Rio Grande Association,regular,Albuquerque,0,M92531,Reed,George,,
1915,Rio Grande Association,regular,Tucson,1,M92544,Brashear,Kitty,,
1915,Rio Grande Association,regular,Tucson,2,M92553,MacMurdo,Spots,,
1915,Rio Grande Association,regular,Douglas,0,M92566,Quigley,William,,
1915,Rio Grande Association,regular,Las Cruces,0,M92577,Hurley,William,,
1915,Western Association,regular,Denison,0,M92589,Peebles,Babe,,
1915,Western Association,regular,Oklahoma City,0,M92590,Maag,Heine,,
1915,Western Association,regular,Sherman,0,M92609,Ritter,"A. L. ""Dad""",,
1915,Western Association,regular,Muskogee,1,M92614,Coe,Frank,,
1915,Western Association,regular,Muskogee,2,M92623,Tacke,Dave,,
1915,Western Association,regular,Paris,1,M92638,Snapp,"Earl ""Red""",,
1915,Western Association,regular,Paris,2,M92646,Nance,William,,
1915,Western Association,regular,Paris,3,M92651,Fillman,John,,
1915,Western Association,regular,Tulsa,1,M92667,Kelsey,George,,
1915,Western Association,regular,Tulsa,2,M92672,Price,Norman,,
1915,Western Association,regular,Fort Smith,1,M92680,Mosley,Charles,,
1915,Western Association,regular,Fort Smith,2,M92695,Schultz,Ted,,
1915,Western Association,regular,McAlester,1,M92705,Kling,Rudy,,
1915,Western Association,regular,McAlester,2,M92718,Ketter,Phil,,
1915,Western Association,regular,McAlester,3,M92726,Humphries,Jimmy,,
1915,Buckeye League,regular,Lima,0,M92739,Murray,Sandy,,
1915,Buckeye League,regular,Findlay,0,M92747,Chapman,Ollie,,
1915,Buckeye League,regular,Akron,0,M92752,Newnham,Al,,
1915,Buckeye League,regular,Newark,0,M92760,Wratten,Erv,,
1915,Buckeye League,regular,Marion,0,M92771,Wetzel,"Henry ""Buzz""",,
1915,Buckeye League,regular,Canton,1,M92783,Prouty,Bill,,
1915,Buckeye League,regular,Canton,2,M92794,Skelley,Charles,,
1915,Colonial League,regular,Hartford,0,M92806,Delahanty,Jim,,
1915,Colonial League,regular,Brockton,0,M92811,Weeden,Bert,,
1915,Colonial League,regular,New Bedford,0,M92822,O'Brien,John J.,,
1915,Colonial League,regular,New Haven,0,M92833,Maxwell,Bert,,
1915,Colonial League,regular,Springfield,0,M92840,Ramsey,Henry,,
1915,Colonial League,regular,Pawtucket,0,M92854,Connor,Jim,,
1915,Colonial League,regular,Fall River,1,M92865,Connaughton,Frank,,
1915,Colonial League,regular,Fall River,2,M92879,Phoenix,William,,
1915,Colonial League,regular,Taunton,0,M92887,Gilroy,Thomas,,
1916,American Association,regular,Louisville,0,M90018,Clymer,Bill,,
1916,American Association,regular,Indianapolis,0,M90026,Hendricks,Jack,,
1916,American Association,regular,Minneapolis,0,M90039,Cantillon,Joe,,
1916,American Association,regular,St. Paul,0,M90047,Kelley,Mike,,
1916,American Association,regular,Kansas City,1,M90052,Shay,Danny,,
1916,American Association,regular,Kansas City,2,M90060,Phelan,Art,,
1916,American Association,regular,Toledo,0,M90071,Bresnahan,Roger,,
1916,American Association,regular,Columbus,1,M90083,Hulswitt,Rudy,,
1916,American Association,regular,Columbus,2,M90094,Quinn,Bob,,
1916,American Association,regular,Columbus,3,M90107,Johnson,William,,
1916,American Association,regular,Milwaukee,1,M90110,Clark,Harry,,
1916,American Association,regular,Milwaukee,2,M90129,Martin,Jack,,
1916,International League,regular,Buffalo,0,M90132,Donovan,Patsy,,
1916,International League,regular,Providence,0,M90141,Shean,David,,
1916,International League,regular,Montreal,0,M90155,Howley,Danny,,
1916,International League,regular,Baltimore,0,M90164,Dunn,Jack,,
1916,International League,regular,Toronto,1,M90178,Birmingham,Joe,,
1916,International League,regular,Toronto,2,M90186,Blackburn,Lena,,
1916,International League,regular,Richmond,0,M90193,Smith,William A.,,
1916,International League,regular,Rochester,0,M90204,Leach,Tommy,,
1916,International League,regular,Newark,0,M90212,Tenney,Fred,,
1916,Pacific Coast League,regular,Los Angeles,0,M90220,Chance,Frank,,
1916,Pacific Coast League,regular,Vernon,0,M90236,Patterson,Ham,,
1916,Pacific Coast League,regular,Salt Lake City,1,M90248,Blankenship,Cliff,,
1916,Pacific Coast League,regular,Salt Lake City,2,M90257,Ryan,Buddy,,
1916,Pacific Coast League,regular,Salt Lake City,3,M90261,Bernhard,Bill,,
1916,Pacific Coast League,regular,San Francisco,0,M90273,Wolverton,Harry,,
1916,Pacific Coast League,regular,Portland,0,M90285,McCredie,Walt,,
1916,Pacific Coast League,regular,Oakland,1,M90299,Elliott,Rowdy,,
1916,Pacific Coast League,regular,Oakland,2,M90301,Howard,Del,,
1916,Southern Association,regular,Nashville,0,M90317,Ellam,Roy,,
1916,Southern Association,regular,New Orleans,0,M90325,Dobbs,Johnny,,
1916,Southern Association,regular,Birmingham,0,M90330,Molesworth,Carleton,,
1916,Southern Association,regular,Little Rock,0,M90349,Starr,Charles,,
1916,Southern Association,regular,Atlanta,0,M90358,Frank,Charley,,
1916,Southern Association,regular,Memphis,1,M90363,Stark,Dolly,,
1916,Southern Association,regular,Memphis,2,M90374,Moriarity,George,,
1916,Southern Association,regular,Chattanooga,1,M90382,Elberfeld,"Norman ""Kid""",,
1916,Southern Association,regular,Chattanooga,2,M90396,Kitchens,"Frank ""Pop""",,
1916,Southern Association,regular,Mobile,1,M90400,Schmidt,Charley,,
1916,Southern Association,regular,Mobile,2,M90413,McIntyre,Matt,,
1916,Western League,regular,Omaha,0,M90421,Krug,Marty,,
1916,Western League,regular,Lincoln,0,M90437,Holmes,"William ""Ducky""",,
1916,Western League,regular,Sioux City,0,M90445,Gaspar,Harry,,
1916,Western League,regular,Denver,0,M90459,Oakes,Rebel,,
1916,Western League,regular,Des Moines,0,M90468,Isbell,Frank,,
1916,Western League,regular,Topeka,1,M90476,Lattimore,Doc,,
1916,Western League,regular,Topeka,2,M90484,Engel,Clyde,,
1916,Western League,regular,St. Joseph,0,M90492,Holland,Jack,,
1916,Western League,regular,Wichita/Colorado Springs,0,M90506,Jackson,Jimmy,,
1916,Central League,regular,Grand Rapids,0,M90511,Essick,Bill,,
1916,Central League,regular,Dayton,0,M90522,Nee,John,,
1916,Central League,regular,Springfield,0,M90533,Dunn,Joe,,
1916,Central League,regular,Wheeling,0,M90540,Smith,Harry,,
1916,Central League,regular,Evansville,0,M90554,Knoll,"Charles ""Punch""",,
1916,Central League,regular,Terre Haute,0,M90565,Gilbert,Rufus,,
1916,Central League,regular,South Bend,1,M90579,Koehler,Ben,,
1916,Central League,regular,South Bend,2,M90587,Tannehill,Lee,,
1916,Central League,regular,Muskegon,0,M90598,Myers,Bade,,
1916,Eastern League,regular,New London,0,M90603,McCann,Eugene,,
1916,Eastern League,regular,Portland,0,M90616,Duffy,Hugh,,
1916,Eastern League,regular,Springfield,0,M90627,Flynn,John,,
1916,Eastern League,regular,Lynn,0,M90634,Piper,Louis,,
1916,Eastern League,regular,Worcester,0,M90642,Hamilton,Billy,,
1916,Eastern League,regular,New Haven,0,M90650,Murphy,Danny,,
1916,Eastern League,regular,Bridgeport,1,M90669,Ball,Neal,,
1916,Eastern League,regular,Bridgeport,2,M90675,Healy,Mike,,
1916,Eastern League,regular,Hartford,1,M90688,Wagner,Charles,,
1916,Eastern League,regular,Hartford,2,M90691,Clarkin,James,,
1916,Eastern League,regular,Hartford,3,M90702,Spires,George,,
1916,Eastern League,regular,Hartford,4,M90715,Burkett,Jesse,,
1916,Eastern League,regular,Hartford,5,M90728,McDonald,Simon,,
1916,New York State League,regular,Syracuse,0,M90731,O'Neill,Michael,,
1916,New York State League,regular,Scranton,0,M90744,Coughlin,William,,
1916,New York State League,regular,Binghamton,0,M90753,Calhoun,John,,
1916,New York State League,regular,Wilkes-Barre,0,M90766,McCarthy,Joseph,,
1916,New York State League,regular,Utica,0,M90777,McConnell,Ambrose,,
1916,New York State League,regular,Albany/Reading,0,M90789,Wiltse,"George ""Hooks""",,
1916,New York State League,regular,Elmira,0,M90790,Conroy,Bill,,
1916,New York State League,regular,Troy/Harrisburg,1,M90808,Wachter,Louis,,
1916,New York State League,regular,Troy/Harrisburg,2,M90819,Cockill,George,,
1916,New York State League,regular,Troy/Harrisburg,3,M90824,Blair,Walter,,
1916,Northwestern League,regular,Spokane,0,M90835,Williams,"Robert ""Nick""",,
1916,Northwestern League,regular,Butte,0,M90843,McGinnity,Joe,,
1916,Northwestern League,regular,Tacoma,0,M90856,Hall,Russ,,
1916,Northwestern League,regular,Great Falls,1,M90862,Hurley,Dick,,
1916,Northwestern League,regular,Great Falls,2,M90870,Hester,Herb,,
1916,Northwestern League,regular,Seattle,0,M90881,Raymond,"Frank ""Tealey""",,
1916,Northwestern League,regular,Vancouver,0,M90897,Brown,Robert,,
1916,Texas League,regular,Waco,0,M90909,Hardy,Ellis,,
1916,Texas League,regular,Shreveport,0,M90914,Smith,Syd,,
1916,Texas League,regular,Galveston,0,M90923,Sentell,Paul,,
1916,Texas League,regular,Houston,0,M90938,Newnam,Pat,,
1916,Texas League,regular,Fort Worth,1,M90946,Atz,Jake,,
1916,Texas League,regular,Fort Worth,2,M90951,McIvor,Otto,,
1916,Texas League,regular,Beaumont,1,M90967,Finn,Michael,,
1916,Texas League,regular,Beaumont,2,M90972,Delahanty,Jim,,
1916,Texas League,regular,Beaumont,3,M90980,Perry,Clay,,
1916,Texas League,regular,San Antonio,1,M90995,Leidy,George,,
1916,Texas League,regular,San Antonio,2,M91006,Love,Jack,,
1916,Texas League,regular,San Antonio,3,M91011,Stark,"Monroe ""Dolly""",,
