1915-CTXL,R,Corsicana,32,29,.525,2
1915-CTXL,R,Terrell,32,30,.516,3
1915-CTXL,R,Kaufman,30,32,.484,4
1915-CTXL,R,Mexia,28,33,.459,5
1915-CTXL,R,Waxahachie,27,34,.443,6
1915-FAGL,R,Dothan,45,26,.634,1
1915-FAGL,R,Waycross,41,30,.577,2
1915-FAGL,R,Valdosta,35,33,.515,3
1915-FAGL,R,Brunswick,36,37,.493,4
1915-FAGL,R,Americus/Gainesville,29,42,.408,5
1915-FAGL,R,Thomasville,25,43,.368,6
1915-GAAL,R,Newnan,39,20,.661,1
1915-GAAL,R,Talladega,39,22,.639,2
1915-GAAL,R,Griffin,32,28,.533,3
1915-GAAL,R,Rome,27,31,.466,4
1915-GAAL,R,Anniston,22,38,.367,5
1915-GAAL,R,La Grange,18,38,.321,6
1915-ISLG,R,Wellsville,54,32,.628,2
1915-ISLG,R,Olean,52,30,.634,1
1915-ISLG,R,Bradford,42,42,.500,3
1915-ISLG,R,Hornell,38,51,.427,4
1915-ISLG,R,Warren,33,50,.398,6
1915-ISLG,R,Jamestown,28,42,.400,5
1915-MIDT,R,Belton,40,19,.678,1
1915-MIDT,R,Temple,32,27,.542,2
1915-MIDT,R,Bartlett,29,26,.527,3
1915-MIDT,R,Austin/Taylor/Brenham,21,36,.368,4
1915-MIDT,R,Schulenburg,23,18,.561
1915-MIDT,R,Brenham,12,31,.279
1915-NESL,R,Beatrice,35,18,.660,1
1915-NESL,R,Hastings,30,27,.526,2
1915-NESL,R,York,25,31,.446,3
1915-NESL,R,Fairbury,22,31,.415,4
1915-NESL,R,Norfolk,24,13,.649
1915-NESL,R,Grand Island,16,16,.500
1915-NESL,R,Kearney,4,10,.286
1915-NESL,R,Columbus,3,13,.188
1915-NCSL,R,Asheville,74,46,.617,1
1915-NCSL,R,Durham,69,52,.570,2
1915-NCSL,R,Raleigh,63,57,.525,3
1915-NCSL,R,Charlotte,56,66,.459,4
1915-NCSL,R,Winston-Salem,53,69,.434,5
1915-NCSL,R,Greensboro,46,71,.393,6
1915-OHSL,R,Portsmouth,71,42,.628,1
1915-OHSL,R,Lexington,63,48,.568,2
1915-OHSL,R,Chillicothe/Huntington/Maysville,58,55,.513,3
1915-OHSL,R,Charleston,58,63,.479,4
1915-OHSL,R,Frankfort,45,65,.409,5
1915-OHSL,R,Ironton,47,69,.405,6
1915-OHSL,W,Portsmouth,4,1,.800,1
1915-OHSL,W,Chillicothe/Huntington/Maysville,1,4,.200,2
1915-RGRA,R,Phoenix,38,21,.644,1
1915-RGRA,R,El Paso,36,22,.621,2
1915-RGRA,R,Albuquerque,32,25,.561,3
1915-RGRA,R,Tucson,19,40,.322,4
1915-RGRA,R,Douglas,5,13,.278
1915-RGRA,R,Las Cruces,5,14,.263
1915-WA,R,Denison,76,53,.589,1
1915-WA,R,Oklahoma City,76,62,.551,2
1915-WA,R,Sherman,70,65,.519,3
1915-WA,R,Muskogee,68,66,.507,4
1915-WA,R,Paris,66,66,.500,5
1915-WA,R,Tulsa,63,71,.470,6,40200
1915-WA,R,Fort Smith,61,75,.449,7
1915-WA,R,McAlester,57,79,.419,8
1915-WA,W,Oklahoma City,4,3,.571,1
1915-WA,W,Muskogee,3,4,.429,2
1915-BUCK,R,Lima,25,18,.581,1
1915-BUCK,R,Findlay,22,19,.537,2
1915-BUCK,R,Akron,22,21,.512,3
1915-BUCK,R,Newark,14,24,.368,4
1915-BUCK,R,Marion,10,5,.667
1915-BUCK,R,Canton,5,11,.313
1915-COLL,R,Hartford,55,42,.567,1
1915-COLL,R,Brockton,57,44,.564,2
1915-COLL,R,New Bedford,56,45,.554,3
1915-COLL,R,New Haven,52,50,.510,4
1915-COLL,R,Springfield,47,50,.485,5
1915-COLL,R,Pawtucket,37,57,.394,6
1915-COLL,R,Fall River,22,24,.478
1915-COLL,R,Taunton,14,28,.333
